"altura_fin_derecha","altura_fin_izquierda","altura_inicio_derecha","altura_inicio_izquierda","categoria","departamento_id","departamento_nombre","fuente","id","localidad_censal_id","localidad_censal_nombre","nombre","provincia_id","provincia_nombre"
2599,2600,2501,2502,"CALLE","02028","Comuna 4","INDEC","0202801007980","02000010","Ciudad Autónoma de Buenos Aires","MARCOS SEGUIN","02","Ciudad Autónoma de Buenos Aires"
2599,2600,2501,2502,"CALLE","02028","Comuna 4","INDEC","0202801008540","02000010","Ciudad Autónoma de Buenos Aires","MUTUALISMO","02","Ciudad Autónoma de Buenos Aires"
499,500,1,2,"CALLE","02028","Comuna 4","INDEC","0202801008965","02000010","Ciudad Autónoma de Buenos Aires","PARACAS","02","Ciudad Autónoma de Buenos Aires"
1199,1200,749,752,"CALLE","02028","Comuna 4","INDEC","0202801009375","02000010","Ciudad Autónoma de Buenos Aires","PILCOMAYO","02","Ciudad Autónoma de Buenos Aires"
299,300,201,202,"PJE","02028","Comuna 4","INDEC","0202801009475","02000010","Ciudad Autónoma de Buenos Aires","PJE S N","02","Ciudad Autónoma de Buenos Aires"
1199,1200,1101,1102,"CALLE","02028","Comuna 4","INDEC","0202801010020","02000010","Ciudad Autónoma de Buenos Aires","ROCHDALE","02","Ciudad Autónoma de Buenos Aires"
2599,2600,2501,2502,"CALLE","02028","Comuna 4","INDEC","0202801010815","02000010","Ciudad Autónoma de Buenos Aires","TIERRA DEL FUEGO","02","Ciudad Autónoma de Buenos Aires"
3299,3300,3201,3202,"CALLE","02028","Comuna 4","INDEC","0202801011475","02000010","Ciudad Autónoma de Buenos Aires","WILLIAM C MORRIS","02","Ciudad Autónoma de Buenos Aires"
3999,4000,3901,3902,"CALLE","02035","Comuna 5","INDEC","0203501000640","02000010","Ciudad Autónoma de Buenos Aires","ANGEL PELUFFO","02","Ciudad Autónoma de Buenos Aires"
3399,3400,3301,3302,"CALLE","02035","Comuna 5","INDEC","0203501002010","02000010","Ciudad Autónoma de Buenos Aires","BATHURST","02","Ciudad Autónoma de Buenos Aires"
4599,4600,4401,4402,"CALLE","02035","Comuna 5","INDEC","0203501002245","02000010","Ciudad Autónoma de Buenos Aires","BOGADO","02","Ciudad Autónoma de Buenos Aires"
3599,3600,3401,3402,"CALLE","02035","Comuna 5","INDEC","0203501005745","02000010","Ciudad Autónoma de Buenos Aires","GALLEGOS","02","Ciudad Autónoma de Buenos Aires"
3899,3900,3801,3802,"CALLE","02035","Comuna 5","INDEC","0203501006425","02000010","Ciudad Autónoma de Buenos Aires","INCA","02","Ciudad Autónoma de Buenos Aires"
699,700,501,502,"CALLE","02035","Comuna 5","INDEC","0203501006755","02000010","Ciudad Autónoma de Buenos Aires","JOSE JULIAN PEREZ","02","Ciudad Autónoma de Buenos Aires"
4399,4400,4301,4302,"CALLE","02035","Comuna 5","INDEC","0203501008705","02000010","Ciudad Autónoma de Buenos Aires","OBRERO ROBERTO NUNEZ","02","Ciudad Autónoma de Buenos Aires"
0,0,0,0,"CALLE","02035","Comuna 5","INDEC","0203501010590","02000010","Ciudad Autónoma de Buenos Aires","SIN CORRESPONDENCIA","02","Ciudad Autónoma de Buenos Aires"
499,500,0,0,"CALLE","02042","Comuna 6","INDEC","0204201000170","02000010","Ciudad Autónoma de Buenos Aires","ACHAVAL","02","Ciudad Autónoma de Buenos Aires"
0,0,0,0,"AV","02042","Comuna 6","INDEC","0204201001535","02000010","Ciudad Autónoma de Buenos Aires","AV LILLO","02","Ciudad Autónoma de Buenos Aires"
0,0,0,0,"AV","02042","Comuna 6","INDEC","0204201001700","02000010","Ciudad Autónoma de Buenos Aires","AV ROENTGEN","02","Ciudad Autónoma de Buenos Aires"
599,600,547,548,"CALLE","02042","Comuna 6","INDEC","0204201002025","02000010","Ciudad Autónoma de Buenos Aires","BEADE","02","Ciudad Autónoma de Buenos Aires"
699,700,601,602,"CALLE","02042","Comuna 6","INDEC","0204201002155","02000010","Ciudad Autónoma de Buenos Aires","BERNAL","02","Ciudad Autónoma de Buenos Aires"
499,500,1,2,"CALLE","02042","Comuna 6","INDEC","0204201005430","02000010","Ciudad Autónoma de Buenos Aires","FEDERICO GARCIA LORCA","02","Ciudad Autónoma de Buenos Aires"
599,600,1,2,"CALLE","02042","Comuna 6","INDEC","0204201008355","02000010","Ciudad Autónoma de Buenos Aires","MIRO","02","Ciudad Autónoma de Buenos Aires"
99,100,1,2,"CALLE","02042","Comuna 6","INDEC","0204201009885","02000010","Ciudad Autónoma de Buenos Aires","REPUBLICA DE INDONESIA","02","Ciudad Autónoma de Buenos Aires"
419,420,1,2,"AV","02049","Comuna 7","INDEC","0204901001790","02000010","Ciudad Autónoma de Buenos Aires","AV VERNET","02","Ciudad Autónoma de Buenos Aires"
1299,1300,1201,1202,"CALLE","02049","Comuna 7","INDEC","0204901002075","02000010","Ciudad Autónoma de Buenos Aires","BELL VILLE","02","Ciudad Autónoma de Buenos Aires"
1499,1500,1401,1402,"CALLE","02049","Comuna 7","INDEC","0204901002400","02000010","Ciudad Autónoma de Buenos Aires","CABALLITO","02","Ciudad Autónoma de Buenos Aires"
599,600,159,160,"CALLE","02049","Comuna 7","INDEC","0204901002480","02000010","Ciudad Autónoma de Buenos Aires","CALCENA","02","Ciudad Autónoma de Buenos Aires"
2299,2300,2001,2002,"CALLE","02049","Comuna 7","INDEC","0204901002565","02000010","Ciudad Autónoma de Buenos Aires","CALLE S N","02","Ciudad Autónoma de Buenos Aires"
0,0,0,0,"CALLE","02049","Comuna 7","INDEC","0204901002980","02000010","Ciudad Autónoma de Buenos Aires","CALLE S N","02","Ciudad Autónoma de Buenos Aires"
1199,1200,1101,1102,"CALLE","02049","Comuna 7","INDEC","0204901003350","02000010","Ciudad Autónoma de Buenos Aires","CAPERUCITA","02","Ciudad Autónoma de Buenos Aires"
1299,1300,1101,1102,"CALLE","02049","Comuna 7","INDEC","0204901003395","02000010","Ciudad Autónoma de Buenos Aires","CARICANCHA","02","Ciudad Autónoma de Buenos Aires"
0,0,0,0,"CALLE","02049","Comuna 7","INDEC","0204901003405","02000010","Ciudad Autónoma de Buenos Aires","CARLOS BERG","02","Ciudad Autónoma de Buenos Aires"
0,0,0,0,"CALLE","02049","Comuna 7","INDEC","0204901003695","02000010","Ciudad Autónoma de Buenos Aires","CHARRUA","02","Ciudad Autónoma de Buenos Aires"
599,600,501,502,"CALLE","02049","Comuna 7","INDEC","0204901003765","02000010","Ciudad Autónoma de Buenos Aires","CIPOLLETTI","02","Ciudad Autónoma de Buenos Aires"
1199,1200,1101,1102,"CALLE","02049","Comuna 7","INDEC","0204901007110","02000010","Ciudad Autónoma de Buenos Aires","LA CAPITAL","02","Ciudad Autónoma de Buenos Aires"
1999,2000,0,0,"CALLE","02049","Comuna 7","INDEC","0204901009290","02000010","Ciudad Autónoma de Buenos Aires","PERGAMINO","02","Ciudad Autónoma de Buenos Aires"
1299,1300,1101,1102,"CALLE","02049","Comuna 7","INDEC","0204901009305","02000010","Ciudad Autónoma de Buenos Aires","PERRAULT","02","Ciudad Autónoma de Buenos Aires"
1299,1300,1201,1202,"CALLE","02049","Comuna 7","INDEC","0204901009790","02000010","Ciudad Autónoma de Buenos Aires","RAMON Y CAJAL","02","Ciudad Autónoma de Buenos Aires"
1999,2000,0,0,"CALLE","02049","Comuna 7","INDEC","0204901010640","02000010","Ciudad Autónoma de Buenos Aires","SOMELLERA","02","Ciudad Autónoma de Buenos Aires"
1899,1900,1801,1802,"CALLE","02049","Comuna 7","INDEC","0204901010825","02000010","Ciudad Autónoma de Buenos Aires","TIMBO","02","Ciudad Autónoma de Buenos Aires"
1799,1800,1601,1602,"CALLE","02049","Comuna 7","INDEC","0204901011000","02000010","Ciudad Autónoma de Buenos Aires","TTE GRL N LEVALLE","02","Ciudad Autónoma de Buenos Aires"
1599,1600,1501,1502,"CALLE","02049","Comuna 7","INDEC","0204901011060","02000010","Ciudad Autónoma de Buenos Aires","UCACHA","02","Ciudad Autónoma de Buenos Aires"
1599,1600,1501,1502,"CALLE","02049","Comuna 7","INDEC","0204901011530","02000010","Ciudad Autónoma de Buenos Aires","ZAPALA","02","Ciudad Autónoma de Buenos Aires"
4199,4200,4101,4102,"CALLE","02056","Comuna 8","INDEC","0205601000370","02000010","Ciudad Autónoma de Buenos Aires","ALFARERO","02","Ciudad Autónoma de Buenos Aires"
2999,0,0,0,"CALLE","02056","Comuna 8","INDEC","0205601000900","02000010","Ciudad Autónoma de Buenos Aires","ASTURIAS","02","Ciudad Autónoma de Buenos Aires"
7199,7200,7191,7192,"AV","02056","Comuna 8","INDEC","0205601001330","02000010","Ciudad Autónoma de Buenos Aires","AV EVA PERON","02","Ciudad Autónoma de Buenos Aires"
248,249,200,201,"CALLE","14014","Capital","INDEC","1401401025630","14014010","Córdoba","GUSTAVO VAN MARCK","14","Córdoba"
3998,3999,3800,3801,"CALLE","14014","Capital","INDEC","1401401025635","14014010","Córdoba","GUSTAVO WALTHER","14","Córdoba"
2899,2900,2801,2802,"CALLE","02056","Comuna 8","INDEC","0205601001950","02000010","Ciudad Autónoma de Buenos Aires","BARCELONA","02","Ciudad Autónoma de Buenos Aires"
4899,4900,4701,4702,"CALLE","02056","Comuna 8","INDEC","0205601002895","02000010","Ciudad Autónoma de Buenos Aires","CALLE S N","02","Ciudad Autónoma de Buenos Aires"
0,0,0,0,"CALLE","02056","Comuna 8","INDEC","0205601003675","02000010","Ciudad Autónoma de Buenos Aires","CHAJARI","02","Ciudad Autónoma de Buenos Aires"
5599,5600,5551,5552,"CALLE","02056","Comuna 8","INDEC","0205601004225","02000010","Ciudad Autónoma de Buenos Aires","CURA BROCHERO","02","Ciudad Autónoma de Buenos Aires"
5899,5900,0,0,"CALLE","02056","Comuna 8","INDEC","0205601006045","02000010","Ciudad Autónoma de Buenos Aires","GRL NAPOLEON URIBURU","02","Ciudad Autónoma de Buenos Aires"
4199,4200,4101,4102,"CALLE","02056","Comuna 8","INDEC","0205601006200","02000010","Ciudad Autónoma de Buenos Aires","GUILLERMO HUDSON","02","Ciudad Autónoma de Buenos Aires"
0,0,0,0,"CALLE","02056","Comuna 8","INDEC","0205601007590","02000010","Ciudad Autónoma de Buenos Aires","LOS CEDROS","02","Ciudad Autónoma de Buenos Aires"
5499,5500,5401,5402,"CALLE","02056","Comuna 8","INDEC","0205601007815","02000010","Ciudad Autónoma de Buenos Aires","MALDONADO","02","Ciudad Autónoma de Buenos Aires"
4099,4100,0,0,"CALLE","02056","Comuna 8","INDEC","0205601008930","02000010","Ciudad Autónoma de Buenos Aires","PAILEBOT DAVISON","02","Ciudad Autónoma de Buenos Aires"
5399,5400,5001,5002,"PJE","02056","Comuna 8","INDEC","0205601009485","02000010","Ciudad Autónoma de Buenos Aires","PJE S N","02","Ciudad Autónoma de Buenos Aires"
6499,6500,0,0,"CALLE","02056","Comuna 8","INDEC","0205601009970","02000010","Ciudad Autónoma de Buenos Aires","RIO NEGRO","02","Ciudad Autónoma de Buenos Aires"
2199,2200,2101,2102,"CALLE","02056","Comuna 8","INDEC","0205601010370","02000010","Ciudad Autónoma de Buenos Aires","SANTA CATALINA","02","Ciudad Autónoma de Buenos Aires"
6598,6599,6500,6501,"CALLE","14014","Capital","INDEC","1401401025700","14014010","Córdoba","HECTOR ODDONE","14","Córdoba"
3699,3700,3401,3402,"CALLE","02056","Comuna 8","INDEC","0205601011230","02000010","Ciudad Autónoma de Buenos Aires","VERACRUZ","02","Ciudad Autónoma de Buenos Aires"
0,0,0,0,"CALLE","02056","Comuna 8","INDEC","0205601011245","02000010","Ciudad Autónoma de Buenos Aires","VALMTE IRIZAR","02","Ciudad Autónoma de Buenos Aires"
5499,5500,5401,5402,"CALLE","02056","Comuna 8","INDEC","0205601011255","02000010","Ciudad Autónoma de Buenos Aires","VICENTE DE SIMONE","02","Ciudad Autónoma de Buenos Aires"
3449,3450,3351,3352,"CALLE","02056","Comuna 8","INDEC","0205601011350","02000010","Ciudad Autónoma de Buenos Aires","VILLA DE MASNOU","02","Ciudad Autónoma de Buenos Aires"
0,0,0,0,"AV","02056","Comuna 8","INDEC","0205601080005","02000010","Ciudad Autónoma de Buenos Aires","AV 27 DE FEBRERO","02","Ciudad Autónoma de Buenos Aires"
2649,3000,0,0,"CALLE","02063","Comuna 9","INDEC","0206301000900","02000010","Ciudad Autónoma de Buenos Aires","ASTURIAS","02","Ciudad Autónoma de Buenos Aires"
4199,4200,4101,4102,"CALLE","02063","Comuna 9","INDEC","0206301003480","02000010","Ciudad Autónoma de Buenos Aires","CARLOS MOREL","02","Ciudad Autónoma de Buenos Aires"
1399,1400,1301,1302,"CALLE","02063","Comuna 9","INDEC","0206301004135","02000010","Ciudad Autónoma de Buenos Aires","COTOCOLLAO","02","Ciudad Autónoma de Buenos Aires"
5199,5200,5101,5102,"CALLE","02063","Comuna 9","INDEC","0206301004235","02000010","Ciudad Autónoma de Buenos Aires","CURITYBA","02","Ciudad Autónoma de Buenos Aires"
6999,7000,6801,6802,"CALLE","02063","Comuna 9","INDEC","0206301004880","02000010","Ciudad Autónoma de Buenos Aires","EL CARDENAL","02","Ciudad Autónoma de Buenos Aires"
6999,7000,6801,6802,"CALLE","02063","Comuna 9","INDEC","0206301004885","02000010","Ciudad Autónoma de Buenos Aires","EL CARPINTERO","02","Ciudad Autónoma de Buenos Aires"
3499,3500,3401,3402,"CALLE","02063","Comuna 9","INDEC","0206301004895","02000010","Ciudad Autónoma de Buenos Aires","EL CERRO","02","Ciudad Autónoma de Buenos Aires"
699,700,301,302,"CALLE","02063","Comuna 9","INDEC","0206301004900","02000010","Ciudad Autónoma de Buenos Aires","EL CHACHO","02","Ciudad Autónoma de Buenos Aires"
1399,1400,1301,1302,"CALLE","02063","Comuna 9","INDEC","0206301005495","02000010","Ciudad Autónoma de Buenos Aires","FINLANDIA","02","Ciudad Autónoma de Buenos Aires"
1999,2000,1701,1702,"CALLE","02063","Comuna 9","INDEC","0206301005565","02000010","Ciudad Autónoma de Buenos Aires","FRAGATA CEFIRO","02","Ciudad Autónoma de Buenos Aires"
6999,7000,6901,6902,"CALLE","02063","Comuna 9","INDEC","0206301005645","02000010","Ciudad Autónoma de Buenos Aires","FRANCISCO J ORTIZ","02","Ciudad Autónoma de Buenos Aires"
799,800,0,0,"CALLE","02063","Comuna 9","INDEC","0206301005835","02000010","Ciudad Autónoma de Buenos Aires","GERONIMO CORTES","02","Ciudad Autónoma de Buenos Aires"
1199,1200,1101,1102,"CALLE","02063","Comuna 9","INDEC","0206301005950","02000010","Ciudad Autónoma de Buenos Aires","GRAHAM R CUNNINGHAME","02","Ciudad Autónoma de Buenos Aires"
0,0,0,0,"CALLE","02063","Comuna 9","INDEC","0206301005955","02000010","Ciudad Autónoma de Buenos Aires","GRL CESAR DIAZ","02","Ciudad Autónoma de Buenos Aires"
999,1000,901,902,"CALLE","02063","Comuna 9","INDEC","0206301006205","02000010","Ciudad Autónoma de Buenos Aires","GUIPUZCOA","02","Ciudad Autónoma de Buenos Aires"
6999,7000,6901,6902,"CALLE","02063","Comuna 9","INDEC","0206301006815","02000010","Ciudad Autónoma de Buenos Aires","JOSE R BALTORE","02","Ciudad Autónoma de Buenos Aires"
7499,7500,7401,7402,"CALLE","02063","Comuna 9","INDEC","0206301006855","02000010","Ciudad Autónoma de Buenos Aires","JUAN B PRIMOLI","02","Ciudad Autónoma de Buenos Aires"
1499,1500,1301,1302,"CALLE","02063","Comuna 9","INDEC","0206301006925","02000010","Ciudad Autónoma de Buenos Aires","JUAN LEON PALLIERE","02","Ciudad Autónoma de Buenos Aires"
3699,3700,3501,3502,"CALLE","02063","Comuna 9","INDEC","0206301007990","02000010","Ciudad Autónoma de Buenos Aires","MARIA REMEDIOS DEL VALLE","02","Ciudad Autónoma de Buenos Aires"
1999,2000,1101,1102,"CALLE","02063","Comuna 9","INDEC","0206301008390","02000010","Ciudad Autónoma de Buenos Aires","MOLINA","02","Ciudad Autónoma de Buenos Aires"
7499,7500,7101,7102,"CALLE","02063","Comuna 9","INDEC","0206301008770","02000010","Ciudad Autónoma de Buenos Aires","ONESIMO LEGUIZAMON","02","Ciudad Autónoma de Buenos Aires"
81,82,1,2,"PJE","02063","Comuna 9","INDEC","0206301009080","02000010","Ciudad Autónoma de Buenos Aires","PASAJE PARTICULAR","02","Ciudad Autónoma de Buenos Aires"
0,0,0,0,"CALLE","02063","Comuna 9","INDEC","0206301009120","02000010","Ciudad Autónoma de Buenos Aires","PASEO DE LOS ARTISTAS","02","Ciudad Autónoma de Buenos Aires"
5599,5600,5501,5502,"PJE","02063","Comuna 9","INDEC","0206301009455","02000010","Ciudad Autónoma de Buenos Aires","PJE LA MISERICORDIA","02","Ciudad Autónoma de Buenos Aires"
599,600,501,502,"PJE","02063","Comuna 9","INDEC","0206301009495","02000010","Ciudad Autónoma de Buenos Aires","PJE TOMAS VALENCIA","02","Ciudad Autónoma de Buenos Aires"
7199,7200,7101,7102,"CALLE","02063","Comuna 9","INDEC","0206301009540","02000010","Ciudad Autónoma de Buenos Aires","POLONIA","02","Ciudad Autónoma de Buenos Aires"
149,150,1,2,"CALLE","02063","Comuna 9","INDEC","0206301009595","02000010","Ciudad Autónoma de Buenos Aires","PRELADO D B RISSO PATRON","02","Ciudad Autónoma de Buenos Aires"
7599,7600,7401,7402,"CALLE","02063","Comuna 9","INDEC","0206301010910","02000010","Ciudad Autónoma de Buenos Aires","TRENQUE LAUQUEN","02","Ciudad Autónoma de Buenos Aires"
7049,7050,7001,7002,"CALLE","02063","Comuna 9","INDEC","0206301010965","02000010","Ciudad Autónoma de Buenos Aires","TTE CANDIDO DE LA SALA","02","Ciudad Autónoma de Buenos Aires"
99,100,1,2,"CALLE","02063","Comuna 9","INDEC","0206301011050","02000010","Ciudad Autónoma de Buenos Aires","TUYU","02","Ciudad Autónoma de Buenos Aires"
6399,6400,6001,6002,"CALLE","02063","Comuna 9","INDEC","0206301011490","02000010","Ciudad Autónoma de Buenos Aires","YERBAL","02","Ciudad Autónoma de Buenos Aires"
5649,5650,5601,5602,"CALLE","02070","Comuna 10","INDEC","0207001000190","02000010","Ciudad Autónoma de Buenos Aires","ACONCAGUA","02","Ciudad Autónoma de Buenos Aires"
1999,2000,1901,1902,"CALLE","02070","Comuna 10","INDEC","0207001000415","02000010","Ciudad Autónoma de Buenos Aires","ALICANTE","02","Ciudad Autónoma de Buenos Aires"
399,400,1,2,"AV","02070","Comuna 10","INDEC","0207001001500","02000010","Ciudad Autónoma de Buenos Aires","AV LACARRA","02","Ciudad Autónoma de Buenos Aires"
4999,5000,4901,4902,"CALLE","02070","Comuna 10","INDEC","0207001002205","02000010","Ciudad Autónoma de Buenos Aires","BEYROUTH","02","Ciudad Autónoma de Buenos Aires"
2999,3000,2901,2902,"CALLE","02070","Comuna 10","INDEC","0207001003935","02000010","Ciudad Autónoma de Buenos Aires","COLIGUE","02","Ciudad Autónoma de Buenos Aires"
2199,2200,2001,2002,"CALLE","02070","Comuna 10","INDEC","0207001003940","02000010","Ciudad Autónoma de Buenos Aires","COLIQUEO","02","Ciudad Autónoma de Buenos Aires"
499,500,1,2,"CALLE","02070","Comuna 10","INDEC","0207001004480","02000010","Ciudad Autónoma de Buenos Aires","DOLORES","02","Ciudad Autónoma de Buenos Aires"
899,900,701,702,"CALLE","02070","Comuna 10","INDEC","0207001005100","02000010","Ciudad Autónoma de Buenos Aires","EMILIO CASTELAR","02","Ciudad Autónoma de Buenos Aires"
4899,4900,4801,4802,"CALLE","02070","Comuna 10","INDEC","0207001005110","02000010","Ciudad Autónoma de Buenos Aires","EMILIO DE ALVEAR","02","Ciudad Autónoma de Buenos Aires"
5599,5600,5501,5502,"CALLE","02070","Comuna 10","INDEC","0207001005775","02000010","Ciudad Autónoma de Buenos Aires","GARCIA DE COSSIO","02","Ciudad Autónoma de Buenos Aires"
5099,5100,4701,4702,"CALLE","02070","Comuna 10","INDEC","0207001006720","02000010","Ciudad Autónoma de Buenos Aires","JOSE DE MATURANA","02","Ciudad Autónoma de Buenos Aires"
6299,6300,6201,6202,"CALLE","02070","Comuna 10","INDEC","0207001007140","02000010","Ciudad Autónoma de Buenos Aires","LA DILIGENCIA","02","Ciudad Autónoma de Buenos Aires"
399,400,1,2,"CALLE","02070","Comuna 10","INDEC","0207001007930","02000010","Ciudad Autónoma de Buenos Aires","MANZONI","02","Ciudad Autónoma de Buenos Aires"
1099,1100,901,902,"CALLE","02070","Comuna 10","INDEC","0207001007940","02000010","Ciudad Autónoma de Buenos Aires","MAR DEL PLATA","02","Ciudad Autónoma de Buenos Aires"
4599,4600,4501,4502,"CALLE","02070","Comuna 10","INDEC","0207001007985","02000010","Ciudad Autónoma de Buenos Aires","MARIA A DE LA PAZ Y FIGUEROA","02","Ciudad Autónoma de Buenos Aires"
399,400,301,302,"CALLE","02070","Comuna 10","INDEC","0207001008245","02000010","Ciudad Autónoma de Buenos Aires","MENENDEZ Y PELAYO","02","Ciudad Autónoma de Buenos Aires"
2699,2700,2601,2602,"CALLE","02070","Comuna 10","INDEC","0207001008285","02000010","Ciudad Autónoma de Buenos Aires","MIGUEL COUTO","02","Ciudad Autónoma de Buenos Aires"
499,500,1,2,"CALLE","02070","Comuna 10","INDEC","0207001008310","02000010","Ciudad Autónoma de Buenos Aires","MILTON","02","Ciudad Autónoma de Buenos Aires"
4399,4400,4001,4002,"CALLE","02070","Comuna 10","INDEC","0207001008335","02000010","Ciudad Autónoma de Buenos Aires","MIRAMAR","02","Ciudad Autónoma de Buenos Aires"
